name,category,country,city,genre,stream_url,logo_url,source_url,language,stationuuid,countrycode
Radio Maria Brazil,Nacionais • Gospel,Brasil,Brasília,"catholic,christian,talk",http://dreamsiteradiocp.com:8064/stream,https://www.radiomaria.org.br/favicon.ico,https://www.radiomaria.org.br/,,,
Radio Megamix Gospel,Nacionais • Gospel,Brasil,São Paulo,,https://stm9.xcast.com.br:6988/,https://www.radiomegamix.com.br,https://www.radiomegamix.com.br/,,,
Radio Nuevo Tiempo,Nacionais • Gospel,Brasil,Sao Paulo (Brazil),"ccm,gospel",http://stream.novotempo.com:1935/radio/radionuevotiempo.stream/live.m3u8,,https://www.nuevotiempo.org/radio/,,,
"RADIO TAMANDARE ""100% JESUS""",Nacionais • Gospel,Brasil,,christian,http://streaming09.hstbr.net:8058/live,http://radiorelogio1120am.com.br/favicon.png,http://radiorelogio1120am.com.br/,,,
Rede 3.16,Nacionais • Gospel,Brasil,Rio de Janeiro,gospel,https://servidor21.brlogic.com:7976/live?1661877997950,https://rede316.com.br/favicon.ico,https://rede316.com.br/,,,
Rede Aleluia - Jundiaí,Nacionais • Gospel,Brasil,São Paulo,gospel,http://14398c.ha.azioncdn.net/primary/sp_jundiai.sdp/chunklist_e598b1e4-b25c-4fb1-838c-9d247c2b677a.m3u8,,https://www.facebook.com/BlocoJundiai/,,,
"Rede aleluia 100,3 FM Maceió",Nacionais • Gospel,Brasil,Alagoas,gospel music,https://station.azrmcsoftbroadcast.com.br/listen/radio_alagoas/Alagoas,https://www.radios.com.br/aovivo/radio-rede-aleluia-1003-fm/57411,https://redealeluia.com.br/,,,
Rede Resgate Fm,Nacionais • Gospel,Brasil,São Paulo (SP),"gospel dance,gospel pop",https://stm9.xcast.com.br:12854/,,https://www.rederesgatefmonline.com.br/,,,
Rádio alô gospel,Nacionais • Gospel,Brasil,,,https://grenal.audiostream.com.br:20000/aac,,https://grenal.audiostream.com.br:20000/aac,,,
Rádio Aparecida 104.3 FM,Nacionais • Gospel,Brasil,São Paulo (SP),"católica,christian music,mpb",https://aparecida.jmvstream.com/stream?1771934151722,https://img.radios.com.br/radio/lg/radio9571_1726148606.jpg,http://www.a12.com/radio-aparecida,,,
Rádio Autoestima JD33,Nacionais • Gospel,Brasil,GO,"ambient and relaxation music,educación,instrumental music,religious",https://stm20.xcast.com.br:8858/stream,https://static.mytuner.mobi/media/tvos_radios/719/autoestima-jd33.2b51f3ed.jpg,https://www.autoestimajd33.com/,,,
Rádio BBN 96.1 FM,Nacionais • Gospel,Brasil,Parana,gospel,https://audio-edge-es6pf.mia.g.radiomast.io/ec065d59-f358-48c9-a288-4efc797e5860,https://img.radios.com.br/radio/lg/radio26832_1580130374.jpg,https://www.bbnradio.org/,,,
Rádio Bíblia SBB,Nacionais • Gospel,Brasil,Sao Paulo,"evangelical,missionary",https://servidor30-4.brlogic.com:7398/live,https://public-rf-upload.minhawebradio.net/198355/logo/4c4cbe5adabe83df1f78061bf9ec01d1.png,https://radiobiblia.sbb.org.br/,,,
Rádio CNMA,Nacionais • Gospel,Brasil,,religious,https://stream-178.zeno.fm/m3ytuubv0uhvv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJtM3l0dXVidjB1aHZ2IiwiaG9zdCI6InN0cmVhbS0xNzguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiU2Zxa1AwcXJRS2FsaDZGdnF2RDFEdyIsImlhdCI6MTc2ODQ0MTYzOCwiZXhwIjoxNzY4NDQxNjk4fQ.0IYAKhdKdCXUoixvJOl5UzwbRSwrUVjp1yW1Ui7Hr_4,https://zeno.fm/favicon.ico,https://zeno.fm/radio/CNMABR/,,,
Rádio Cristã Online,Nacionais • Gospel,Brasil,Bahia,,https://servidor40.brlogic.com:8004/live,https://public-rf-upload.minhawebradio.net/3671/logo/ddefcfbb544edceaee90270f85726f48.png,https://radiocristaonline.com/,,,
Rádio Cristã Online -Alagoinhas,Nacionais • Gospel,Brasil,BA,"cristã,gospel,hits,pop",https://servidor40-3.brlogic.com:8004/live,https://public-rf-upload.minhawebradio.net/3671/logo/194703c6220528242b004d95004e0fec.png,https://radiocristaonline.com/links,,,
Rádio Educadora FM,Nacionais • Gospel,Brasil,Batatais - SP,"music,news,sports",https://5a57bda70564a.streamlock.net/educadoraonline/educadoraonline.stream/playlist.m3u8,https://www.educadoraonline.com.br/site/wp-content/uploads/2023/06/cropped-ico-2-180x180.jpg,https://www.educadoraonline.com.br/,,,
Rádio Elohim,Nacionais • Gospel,Brasil,Rio de Janeiro,christian,https://servidor34-5.brlogic.com:8190/live,,https://webradioelohim.com/,,,
Rádio Encontro de Adoradores,Nacionais • Gospel,Brasil,,,https://radio.encontrodeadoradores.com/listen/encontro_de_adoradores/radio.mp3,,https://encontrodeadoradores.com/,,,
Rádio Evangelica Calafate,Nacionais • Gospel,Brasil,MG,"crista,gospel,louvores",https://stm2.radioipbr.com.br:7106/live,,https://radioevangelicacalafate.sintoniaonline.com.br/,,,
Rádio Evangelizar,Nacionais • Gospel,Brasil,Curitiba Paraná,,https://8239.brasilstream.com.br/stream?origem=radios.com.br,,http://radioevangelizar.com.br/,,,
Rádio Expressão e Louvor,Nacionais • Gospel,Brasil,"Itarema, Ceará",gospel,http://stream-160.zeno.fm/mdyutdgx9u8uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJtZHl1dGRneDl1OHV2IiwiaG9zdCI6InN0cmVhbS0xNjAuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiRUtwLVJqQ0xSX3laeElRcFpOaTVxdyIsImlhdCI6MTc2ODQ0OTM4MSwiZXhwIjoxNzY4NDQ5NDQxfQ.XOB8-Aj6Jc2Enj7-wCFHN7PUfXPlOxgYmKhaP-AO1kU,https://img.radios.com.br/radio/lg/radio196133_1664576466.jpg,https://webradioexpressaolouvo.hostadonai.com.br/,,,
Rádio Gospel,Nacionais • Gospel,Brasil,,gospel,http://148.72.158.239:8120/live,,http://www.gospel.fm.br/,,,
Rádio Gospel Hits,Nacionais • Gospel,Brasil,Paraná,"christian-gospel,gospel,gospel music",https://servidor37.brlogic.com:7068/live,https://public-rf-upload.minhawebradio.net/248007/logo-horizontal/c99772df71960ebf14b6e324d2d26571.png,https://www.radiogospelhits.com.br/,,,
Rádio Gospel Jireh,Nacionais • Gospel,Brasil,CE,gospel,https://stm9.xcast.com.br:9922/,,https://radiogospeljireh.com.br/,,,
Rádio Gospel Louvores,Nacionais • Gospel,Brasil,Minas Gerais,,https://stm1.radionline.top:7004/,https://postimg.cc/K1DXMcHB,https://webgospellouvores.radionline.top/,,,
Rádio gospel louvores MG,Nacionais • Gospel,Brasil,MG,,https://stm1.radioipbr.com.br:7004/live,https://i.postimg.cc/3NrDwMwT/radio-1768244329-6ebb5c9f16b2f0ffb06a.png,http://webgospellouvores.radioipbr.com.br/,,,
Rádio Gospel Sobrenatural,Nacionais • Gospel,Brasil,MG,gospel,https://stm9.brsrv.xyz:7444/stream?1771935464299,https://img.radios.com.br/radio/lg/radio147088_1770979244.png,https://sobrenatural.suawebradio.com/,,,
Rádio Maanaim,Nacionais • Gospel,Brasil,Espírito Santo,"evangélica,gospel",https://65492b4a9e231.streamlock.net/liverm/rmaac/playlist.m3u8,https://radiomaanaim.com.br/wp-content/uploads/2023/03/logo-maanaim.png.webp,https://radiomaanaim.com.br/,,,
Rádio Maravilha 89.1 FM,Nacionais • Gospel,Brasil,MG,gospel,https://stm19.srvstm.com:7080/stream?1771884971836,https://img.radios.com.br/radio/lg/radio269259_1752093044.png,https://89maravilhafm.com/,,,
Rádio Marumby,Nacionais • Gospel,Brasil,Parana,radio cristiana,http://wz4.dnip.com.br/marumbyaac/marumbyaac.stream/playlist.m3u8,https://radiomarumby.com.br/wp-content/uploads/2021/08/favicon-marumby.png,http://www.radiomarumby.com/,,,
Rádio Melodia 97.5 FM,Nacionais • Gospel,Brasil,Rio de Janeiro,gospel,https://26573.live.streamtheworld.com/MELODIAFMAAC.aac?1771864900231,https://img.radios.com.br/radio/lg/radio13848_1439401456.jpg,http://www.melodia.com.br/,,,
Rádio Ministério Cristo Pleno,Nacionais • Gospel,Brasil,,gospel,https://01.megadinamica.com:7018/,,https://01.megadinamica.com:7018/,,,
Rádio Mix Music,Nacionais • Gospel,Brasil,MG,"christian contemporary,christian music,gospel",https://servidor36.brlogic.com:8176/live?1771884476397,https://img.radios.com.br/radio/lg/radio124584_1771865608.jpeg,https://radiomixmusic.com/,,,
Rádio Nação 95.7 FM,Nacionais • Gospel,Brasil,Joinville - SC,gospel evangélica,https://stm01.virtualcast.com.br:8014/nacaojoinville?1776797312625,,https://linktr.ee/NacaoFM95.7?utm_source=ig&utm_medium=social&utm_content=link_in_bio,,,
Rádio Nova Geração FM,Nacionais • Gospel,Brasil,Sao Paulo (Brazil),"christian contemporary,christian music,gospel",https://virtues.live:8138/stream?1771933686426,https://img.radios.com.br/radio/lg/radio32447_1722586805.png,http://www.radionovageracaofm.com.br/,,,
Rádio Nova Mensagem,Nacionais • Gospel,Brasil,Sorocaba,gospel,https://appradio.app:8157/live,,https://www.novamensagem.com.br/,,,
Rádio Novo Tempo,Nacionais • Gospel,Brasil,Sao Paulo (Brazil),"adventist,christian,gospel",https://stream.live.novotempo.com/radio/smil:radionovotempo.smil/live.m3u8,https://www.novotempo.com/favicon.ico,https://www.novotempo.com/radioaovivo/,,,
Rádio Novo Tempo 96.9 FM - Florianópolis - SC,Nacionais • Gospel,Brasil,Santa Catarina,"adventist,christian,gospel",https://stream.live.novotempo.com/radio/smil:rntFlorianopolisSC.smil/playlist.m3u8,,https://www.novotempo.com/radioflorianopolis/,,,
Rádio Profecia Expresso,Nacionais • Gospel,Brasil,MG,gospel,https://stm14.xcast.com.br:10110/;?1771935594982,https://img.radios.com.br/radio/lg/radio36252_1586963115.jpg,https://radioprofeciaexpressomg.blogspot.com/,,,
Rádio Pão Diário,Nacionais • Gospel,Brasil,Curitiba,gospel,https://servidor24.brlogic.com:8808/live,,https://paodiario.org.br/radio-pao-diario/,,,
Rádio Rede 3.16,Nacionais • Gospel,Brasil,Rio de Janeiro,"gospel,varieties",https://servidor21.brlogic.com:7976/live,https://www.cxradio.com.br/img/Radio/Logo/70513e19e133ed1f3c2195559f7b8807.png,https://rede316.com.br/,,,
Rádio Rede Aleluia 99.5 FM,Nacionais • Gospel,Brasil,São Paulo,"christian-gospel,faith,gospel",https://azrmcsoftbroadcast.com.br/listen/rd99fm/rd99fm.aac,https://redealeluia.com.br/wp-content/uploads/2025/10/cropped-Rede-Aleluia-Roxo-V-300x177.png,https://redealeluia.com.br/,,,
Rádio Rural de Natal 91.9 FM,Nacionais • Gospel,Brasil,Rio Grande do Norte,"local news,mpb,música religiosa,pop music",https://live9.livemus.com.br:27802/stream?1732977845423,https://www.radios.com.br/aovivo/radio-rural-de-natal-919-fm/78700,https://www.radios.com.br/aovivo/radio-rural-de-natal-919-fm/78700,,,
Rádio Seara 102.7 FM,Nacionais • Gospel,Brasil,Ceará,"cristã,gospel,religião",https://8396.brasilstream.com.br/stream?1781462749920,https://img.radios.com.br/radio/lg/radio22795_1758029484.png,https://radioseara.fm/,,,
Rádio Shekinah Só Louvor,Nacionais • Gospel,Brasil,Sao Paulo (Brazil),gospel,https://player.voxpainel.com.br/proxy/7076,https://img.radios.com.br/radio/md/radio15612_1701426271.jpg,http://www.shekinahfm.com.br/,,,
Rádio Som do Céu,Nacionais • Gospel,Brasil,Piauí,"gospel,public radio",http://stream.zeno.fm/t5y50e2ekbruv,,https://radiosomdoceudefloriano.blogspot.com.br/,,,
Rádio Super,Nacionais • Gospel,Brasil,Minas Gerais,gospel,https://servidor32.brlogic.com:8200/live,https://img.radios.com.br/radio/lg/radio18490_1637166379.png,http://www.lagoinha.com/,,,
Rádio Super 100.5 FM,Nacionais • Gospel,Brasil,,,https://servidor32-2.brlogic.com:8200/live?source=website,https://public-rf-upload.minhawebradio.net/3477/favicon/d65de0370c9deb1e7ae28fb3a721cb52.png,https://radiosuper.minhawebradio.net/,,,
Rádio Teomidia,Nacionais • Gospel,Brasil,Sao Paulo,gospel,https://usa3.fastcast4u.com/proxy/teomidiaradio?mp=/1,https://img.radios.com.br/radio/lg/radio205342_1662632414.png,https://teomidia.radio.br/teomidia/,,,
Rádio Teomidia English,Nacionais • Gospel,Brasil,Sao Paulo,"contemporary christian,gospel",https://usa3.fastcast4u.com/proxy/atos420engl?mp=/1,https://img.radios.com.br/radio/lg/radio205348_1662632689.png,https://teomidia.radio.br/english/,,,
Rádio Teomidia Instrumental,Nacionais • Gospel,Brasil,Sao Paulo,"gospel,instrumental",https://usa3.fastcast4u.com/proxy/teomidiainstr?mp=/1,https://img.radios.com.br/radio/lg/radio205345_1662632533.png,https://teomidia.radio.br/instrumental/,,,
Rádio Tradição Católica,Nacionais • Gospel,Brasil,Espírito Santo,"católica,cristã,tradicional",https://servidor17-1.brlogic.com:7126/live,https://public-rf-upload.minhawebradio.net/249876/logo/1a5a8ea6dccf097ac45790fd89678ca7.png,https://radiotradicaocatolica.com.br/,,,
Rádio Trans Mundial - RTM,Nacionais • Gospel,Brasil,Sao Paulo,gospel,https://playerservices.streamtheworld.com/api/livestream-redirect/RADIOTRANSMUNDIALAAC_SC,https://img.radios.com.br/radio/lg/radio18759_1456511123.jpg,https://www.transmundial.com.br/,,,
"Rádio Vida Melhor FM 95,7",Nacionais • Gospel,Brasil,,gospel evangélica,https://servidor32-4.brlogic.com:8480/live?source=site,https://public-rf-upload.minhawebradio.net/58457/favicon/4bbb25f8041cca989b100bd8a98cc7fd.png,https://www.radiovidamelhor.com.br/,,,
"Rádio Vinha FM 91,9",Nacionais • Gospel,Brasil,Goias,gospel,http://streaming.vinhafm.com.br/stream,,https://www.vinhafm.com.br/,,,
Rádio Voz do Povo 104.9 FM,Nacionais • Gospel,Brasil,Ceara,gospel,http://stm8.painelcast.com:7454/stream?1661881380835,https://img.radios.com.br/radio/lg/radio38149_1520594394.png,http://www.abcdipaporanga.com.br/,,,
Rádio Água Azul,Nacionais • Gospel,Brasil,PA,"cristã,ecletica,gospel,popular",https://stm4.srvif.com:8460/stream,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg8Mf0pTyn0csGWmRnTNBIiN8hFYhkcefiB5wEZrW5AOxC-YJrlDyWRlHo9bZWF8atKWH5q54Hg3VMJkR1xaFvJRxt19DKlchSnbdYhywCsFpqUe5nHHkAkDbjaymm6jmVU-AJ3fp5MbIqVemnbxahRJcsuQHHC15w12UIS8eST2h2RLwuzSj8I-NYftys/s320/grok-image-b75974a7-7f23-42e6-a1d5-61b6e90790d1.png,https://radioaguaazul.com.br/,,,
Rádio Águia FM,Nacionais • Gospel,Brasil,CE,gospel,https://stream-178.surfernetwork.com/zg2qr00vrzzuv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJ6ZzJxcjAwdnJ6enV2IiwiaG9zdCI6InN0cmVhbS0xNzguc3VyZmVybmV0d29yay5jb20iLCJ0bSI6ZmFsc2UsInJ0dGwiOjUsImp0aSI6IkQ3bFFVVXc0VHVLck5HaWVQSk9HcVEiLCJpYXQiOjE3ODIzMjk1NTUsImV4cCI6MTc4MjMyOTYxNX0.beDDfBuAZOI-y4FLmk_42_KkrfUAd0CGfiorOSC2L5w,,https://zeno.fm/radio/aguia-fm-fortaleza/,,,
SUPER GROOVE RÁDIO WEB,Nacionais • Gospel,Brasil,,,https://servidor39-2.brlogic.com:7006/live?source=website,https://public-rf-upload.minhawebradio.net/247571/logo/678415afe6081abf2f5c881f6ad9cd2d.png,https://supergrooveradioweb.com/,,,
Super Rede Boa Vontade 1230 AM,Nacionais • Gospel,Brasil,Sao Paulo,"ecumenical,gospel",https://9000.brasilstream.com.br/stream,https://img.radios.com.br/radio/lg/radio10452_1439401380.jpg,https://www.boavontade.com/pt/radio#SP1230,,,
Web Rádio CCB,Nacionais • Gospel,Brasil,Minas Gerais,"church,faith,god,praise,worship",http://stm1.hoststreaming.com.br:7088/;,,https://webradioccb.com.br/,,,
Web Rádio Clamor da Terra,Nacionais • Gospel,Brasil,MG,gospel,https://s32.maxcast.com.br:8150/live?1771935773037,https://img.radios.com.br/radio/lg/radio30392_1558439507.JPG,http://www.clamordaterra.com/,,,
WebRadio Rama,Nacionais • Gospel,Brasil,Rio de Janeiro,cristã,https://servidor32-5.brlogic.com:8464/live?source=website,https://public-rf-upload.minhawebradio.net/9162/mobileicon/a75c9d7bfcacdbf6d85c5d42bb741b6bx192.png,https://webradiorama.minhawebradio.net/,,,
ÚNICA - Gospel Music,Nacionais • Gospel,Brasil,Distrito Federal,,https://stm8.painelcast.com:7024/stream,https://i.ibb.co/5x1yHdR0/LOGO2025.png,https://suaunicaradio.com.br/,,,
Indie 98,Nacionais • Rock,Brasil,Sorocaba,alternative / indie,http://indie.dyndns.tv:34100/indie98,http://indie98.mine.nu/favicon.ico,http://indie98.mine.nu/,,,
Punk FM Brasil,Nacionais • Rock,Brasil,Sao Paulo (Brazil),Rock,https://radio.punkfm.com.br/listen/punkfmbrasil/punkfmbrasil.mp3,https://punkfm.com.br/wp-content/uploads/PFM-logo-icon.png,https://punkfm.com.br/,,,
Radio Alternativa do Fabio,Nacionais • Rock,Brasil,,"alternative,electronic",http://191.185.4.124:8000/radio.opus,,http://191.185.4.124:8000/,,,
Rádio Agulha,Nacionais • Rock,Brasil,Porto Alegre,"alternative / indie,ecletic,mpb",https://titton.dvr.ovh:6702/stream,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.radioagulha.com.br%2Fpublic%2F95360-2025-03-10.png&f=1&nofb=1&ipt=275da5696b7114704c9ecb5f0a2e961fe3b44a7dd62141de483b1805fb0d9443,https://www.radioagulha.com.br/,,,
012 Rock News,Nacionais • Heavy Rock,Brasil,Sao Paulo (Brazil),,http://9881.brasilstream.com.br/stream,https://www.012news.com.br/wp-content/uploads/2022/07/novo-logo1.png,https://www.012news.com.br/,,,
107 FM Tatuí,Nacionais • Heavy Rock,Brasil,Sao Paulo,"local news,news,noticias,pop,rock",https://f108.fabricahost.com.br/107fm?f=1768440014N01KEZKTA1M1TPDQW0KTF63Z481&tid=01KEZKTA1MJQM48EZ7NP81GYVW,"https://static.wixstatic.com/media/37804f_ed9032a0826e40efa33fefcbf9fb882b~mv2.png/v1/fill/w_141,h_237,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo.png",https://www.107fm.net/,,,
89 A Radio Rock,Nacionais • Heavy Rock,Brasil,São Paulo,"alternative rock,rock",https://playerservices.streamtheworld.com/api/livestream-redirect/RADIO_89FM_ADP.aac?dist=site-89fm,,https://www.radiorock.com.br/,,,
89 FM A Rádio Rock Goiânia,Nacionais • Heavy Rock,Brasil,Goiás,"classic rock,hard rock,rock",https://ice.fabricahost.com.br/89aradiorockgo,https://89goiania.com.br/wp-content/uploads/2024/07/icone_89.png,https://89goiania.com.br/,,,
89FM Radio Rock,Nacionais • Heavy Rock,Brasil,São Paulo,rock,https://playerservices.streamtheworld.com/api/livestream-redirect/RADIO_89FM_ADP.aac,,https://www.radiorock.com.br/,,,
91 Rock - Curitiba (web),Nacionais • Heavy Rock,Brasil,Parana,"brazilian rock,rock",http://servidor40.brlogic.com:8044/live,,https://91rock.com.br/,,,
94 Live (Divinópolis - MG),Nacionais • Heavy Rock,Brasil,Minas Gerais,"hits,pop rock",https://94fm64aac.jmvstream.com/stream,https://ugc.production.linktr.ee/2QIV7DDhSoeAW2nYRLi2_ZPDNoICIM617u2RP?io=true&size=avatar-v3_0,https://linktr.ee/radio94live,,,
97 Rock Web Radio,Nacionais • Heavy Rock,Brasil,SP,"alternative,rock,rock-pop",http://euroticast5.euroti.com.br:8094/stream?1696889015855,,https://www.97rockwebradio.com/,,,
98 Rock,Nacionais • Heavy Rock,Brasil,Minas Gerais,rock,https://8185.brasilstream.com.br/stream,,https://rede98.com.br/,,,
98 ROCK BRASIL,Nacionais • Heavy Rock,Brasil,,,https://stm41.stmsrv.com:16614/stream?type=http&nocache=1897905694,https://cdn.stmsrv.com/multi/16614/logo_r1dbkqc.png,https://98rock.com.br/,,,
Antena 1 FM 91.3 MHz / Juiz de Fora - MG,Nacionais • Heavy Rock,Brasil,Minas Gerais,"soft adult contemporary,soft rock",https://stream02.ouveai.com.br:7017/stream,https://a1media.antena1.com.br/image/album/400x400/default-antena1.jpg,https://www.antena1.com.br/,,,
Aquele Rock,Nacionais • Heavy Rock,Brasil,São Paulo,,https://azura.servercast.com.br/listen/radio_leandro/radio.mp3?refresh=1744219941974,https://www.aquelerock.com/wp-content/uploads/2023/01/cropped-cropped-fav-32x32.jpg,https://www.aquelerock.com/,,,
Beatles 4 Ever (MP3),Nacionais • Heavy Rock,Brasil,,"classic rock,the beatles",http://stream.zeno.fm/ygdk890mug0uv,https://i.ibb.co/cSxC9QGC/image-2.webp,http://www.beatles4ever.br/,,,
Biz WebRadio,Nacionais • Heavy Rock,Brasil,São Paulo,"dance,edm,hits,pop,rock,top 40",https://icecast.bizwebradio.com/listen/biz/radio.aac,https://www.bizwebradio.com/wp-content/uploads/2020/09/base_logo_white_background.png,https://www.bizwebradio.com/,,,
Bons Tempos FM,Nacionais • Heavy Rock,Brasil,,"nostalgia,nostalgic,rock,romantic",https://server02.ouvir.radio.br:8050/stream?1609720768800,https://static.radios.com.br/img/apple-touch-icon.png,https://www.radios.com.br/aovivo/bons-tempos-fm/37027,,,
BR - The Classic Rock,Nacionais • Heavy Rock,Brasil,Minas Gerais,"classic rock,hard rock,heavy metal,oldies,rock",https://stream.zeno.fm/nbq1aq62gd0uv,https://cdn.onlineradiobox.com/img/l/5/94775.v6.png,https://radiorockfm.com.br/br,,,
Conquista WebStation Brazil,Nacionais • Heavy Rock,Brasil,São Paulo (SP),"(ac) adult contemporary,2000´s,2010´s,70´s,80´s,90´s,ballads,dance,disco,eurodance 90,pop,pop rock,rock,soul",https://stream.zeno.fm/ecryaaflji9tv,https://zeno.fm/_ipx/s_144x144/https://images.zeno.fm/JlNSvkhKIeLNfu040zecnGtPqb7gY7DJA8Xubr6WQ-U/rs:fill:288:288/g:ce:0:0/aHR0cHM6Ly9wcm94eS56ZW5vLmZtL2NvbnRlbnQvc3RhdGlvbnMvNWQzYTk0NjMtMmEzNi00ZDEzLWIwZTEtYTcwOTdmZmViYzUxL2ltYWdlLz91PTE3Mzg1MTc5ODYwMDA.webp,https://zeno.fm/radio/conquista-webstation-brazil/,,,
DinamicoFM,Nacionais • Heavy Rock,Brasil,Rio Grande do Sul,rock em geral,https://medicp.radiovinil.com.br:2020/stream/dinamicofm,,https://dinamicofm.com/,,,
EldoPop FM,Nacionais • Heavy Rock,Brasil,Rio de Janeiro,"hard rock,progressive rock",http://stm10.srvstm.com:34794/stream,http://eldopopfm.com/admin/assets/img/favicon.jpg,http://eldopopfm.com/,,,
ELEKTRA RADIO,Nacionais • Heavy Rock,Brasil,Rio de Janeiro,"'synthpop',breaks,electro,freestyle,indie rock,miami bass,new retro wave",https://cast3.hoost.com.br:8952/stream,https://www.elektraradio.com/files/2026/01/logo_elektra_raio_03_mini-1.png,https://www.elektraradio.com/,,,
Elite Studio FM,Nacionais • Heavy Rock,Brasil,Santa Catarina,"flashback,pop,pop-rock,rock",https://stream.zeno.fm/jjgtqyoqkpvuv,,https://www.elitestudiofm.com.br/,,,
Fan FM Aracaju,Nacionais • Heavy Rock,Brasil,SE,"mpb,pop,rock",http://08.stmip.net:7114/,https://redefanfm.com.br/wp-content/uploads/2023/07/favicon.jpg,https://redefanfm.com.br/,,,
Fofinho Rock Club,Nacionais • Heavy Rock,Brasil,,,http://foreverinrock.radioca.st:9560/stream,,https://fofinhorockclub.com.br/,,,
Froes Rock,Nacionais • Heavy Rock,Brasil,,,https://sv10.hdradios.net:25198/stream,https://pbs.twimg.com/profile_images/1433466017511059468/mvwBTZyV_400x400.jpg,https://froess9.wixsite.com/froesrock,,,
Fronteira FM 97.1,Nacionais • Heavy Rock,Brasil,Rio Grande do Sul,"hits,pop,rock,sertanejo",https://sonicpanel.oficialserver.com/9992/stream,,https://radiofronteirafm.com.br/,,,
Geografia Rock 2,Nacionais • Heavy Rock,Brasil,,geografiarock,https://stream.zeno.fm/63kdg03m2uhvv,,https://geografiarockoficial.blogspot.com/,,,
Ipe,Nacionais • Heavy Rock,Brasil,Brasília,"death metal,doujin,edm,idm,jpop,metal,symphonic metal",http://152.53.178.148:6670/,,https://0x45.pw/,,,
Jovem Fm,Nacionais • Heavy Rock,Brasil,Tocantins,"pop rock,popular",http://wz3.dnip.com.br/aycomau1/aycomau1.stream/playlist.m3u8,,http://redejovemfm.com.br/,,,
"Jovem pan 100,9 FM feira de Santana",Nacionais • Heavy Rock,Brasil,Bahia,"jovem,pop rock",https://8046.brasilstream.com.br/stream,https://www.radios.com.br/aovivo/radio-jovem-pan-1009-fm/13358,https://jovempan.com.br/afiliada/feiradesantana-fm,,,
"Jovem pan 101,3 FM Maringá",Nacionais • Heavy Rock,Brasil,Parana,"jovem,pop rock",https://shout35.crossradio.com.br:18040/stream,https://www.radios.com.br/aovivo/radio-jovem-pan-1013-fm/8801,https://jovempan.com.br/afiliada/maringa-fm,,,
"Jovem pan 103,1 FM Caruaru",Nacionais • Heavy Rock,Brasil,Pernambuco,"jovem,pop rock",https://cast4.audiostream.com.br:20003/jp101,https://www.radios.com.br/aovivo/radio-jovem-pan-1013-fm/24305,https://jovempan.com.br/afiliada/caruaru-fm,,,
"Jovem pan 104,1 FM",Nacionais • Heavy Rock,Brasil,Manaus,"jovem,pop rock",https://shout25.crossradio.com.br:18022/stream,https://www.radios.com.br/aovivo/radio-jovem-pan-1041-fm/13348,http://manaus.jovempanfm.com.br/,,,
"Jovem pan 107,5 FM Belém",Nacionais • Heavy Rock,Brasil,Pará,"jovem,pop rock,top 40",https://radio01.zas.media/8038/stream,https://www.radios.com.br/aovivo/radio-jovem-pan-1075-fm/266119,https://jovempan.com.br/afiliada/belem-fm#,,,
"Jovem pan 91,3 FM",Nacionais • Heavy Rock,Brasil,Bahia,"jovem,pop rock",https://e-spo-101.fabricahost.com.br/jpsalvador?f=1781720454N01KVBD156X2QB7Q3HVYGECQMZ5&tid=01KVBD156XN96YD5591R27V2R9,https://www.radios.com.br/aovivo/radio-jovem-pan-913-fm/11272,https://jovempan.com.br/afiliada/salvador-fm,,,
"Jovem pan 95,9 FM",Nacionais • Heavy Rock,Brasil,Recife,"jovem,pop rock",https://cast4.audiostream.com.br:20004/jp95,https://www.radios.com.br/aovivo/radio-jovem-pan-959-fm/24574,https://jovempan.com.br/afiliada/recife-fm,,,
Jovem Pan FM - Blumenau - SC,Nacionais • Heavy Rock,Brasil,Santa Catarina,"brazilian pop,contemporary hits radio,dance,electronic dance music,eurodance,jovem,pop,pop rock,top 40",https://f108.fabricahost.com.br/jpblumenau?f=1768464027N01KF0AQ438AT4MFMBHEV2NP5QH&tid=01KF0AQ438FRZFWMDPREG5YT3S,https://jpimg.com.br/uploads/2024/02/avatar-blumenau-rgb-500x500.png,https://jovempan.com.br/afiliada/blumenau-fm,,,
Jovem Pan FM - Brasília - DF - 106.3,Nacionais • Heavy Rock,Brasil,Distrito Federal,"contemporary hits radio,jovem,jovem pan,pop,pop rock,top 40",https://shout25.crossradio.com.br:18022/1,https://jpimg.com.br/uploads/2022/12/afiliadas-brasilia-106.3-500x500.jpg,https://jovempan.com.br/afiliada/brasilia-fm,,,
